,0
182,"Pulled it out from my cheap rack.... it’s no cheapy and was stupidly misplaced! An expected ‘it will do wine’ turned out to be a wow this is great. So balanced, the fat was nicely broken with smooth berries. A lovely wine"
183,"Dark ruby... expressive notes of black fruits, cedar, chocolate and spices, with some crushed rocks as well... medium bodied, polished tannins... some more weight in the mid palate would make it an impecable wine!!! Very pessac!! Ready to drink!!! Love it!!!"
184,"Deep raspberry, black fruit and cedar on the nose. Still powerful presence on the palate with additional forest floor some iodine. Well balanced intense fruit flavours framed by tightly beaded tannins. Medium alcohol. Definitely muscular. Supple, long finish."
185,"This wine has stood up really well to time. A great wine with blackberries, vanilla and hints of orange peel on the nose. Very smooth palette with nice tannins and a very very long finish! Love this wine!"
186,"excellent wine! I could nurse this the whole day.. color deep ruby. viscosity med nose of juicy dark fruit with blackcurrant, cassis and rhubarb notes and well integrated oak. palate rich with med+ body and rounded med tannins. more dark fruit here with candied herb, eucalyptus, and a hint of mint. light organic forest floor. great balance in the structure with a delicious length petering into long finish."
187,"Structured, balanced, youthful wine. Opened 3hours prior, plums, berries, a beautiful sense of the cask; hints of graphite, fresh greens, tea, cola: elegant yet energetic, fine tannins, lively acidity, would love to taste again in five to eight years. Very tender lamb loins, raised and butchered in county. Lovely dinner with my wife."
188,"Blackberry, violet, fern, undergrowth, mushroom, truffle, leather, and nevertheless a very pleasant freshness, this is clean cut, very silky but precise, drinking now and fore some years. Well made and elegant. Bordeaux as it should be."
189,"Impressive dark red colour. Black current, blackberry. Still very fresh, decent acidity and tannin tough it is well balanced. A touch of cedar in the end. Could easily wait for another decade. Strong potential"
190,Great wine! The outstanding 2000 vintage is starting to show well now. With spicy hints and rich tobacco aromas this liquorice laced red has a medium bodied elegance coupled with a subtle tone of oak. On the palate is well balanced and well rounded with smooth velvety tannins and a long elegant finish.
191,"Garnet in the bottle and opaque. Nose is deep leather, tobacco, black olive. Medium plus body and medium plus acidity. Palate is deep and dry. Loamy earth, leather, tar. Incredible length. Eating earth and loving it. Speechless.4.5"
192,"Great vintage for the chevalier. It’s still somewhat closed and the Bouquet shows (only) medium+ with blackberries, cedar, roasted coffee bean and wood floor. Palate shows an extreme finesse and is of medium+’density. Great balance and gentle tannins. Very high aromatics (yellow pepper, graphite, wild berries). Medium - long finish. 93-94/100 Fine and elegant wine, which will grow more and more! Drink best 2024-2036."
193,"Imposing structure. 65% Cabernet Sauvignon, 30% Merlot and 5% Petit Verdot. Dark red cherry, plum, smoke, spice and leather. Touch of pepper and herbal acidity. Dark and dense structure. A serious wine with a great future. Hold for at least 3-6 years."
194,"Ripe plum, cherry and oak on the nose. Some earthiness noted on the palate in addition to the red fruits. Medium acidity with a medium-long finish. Overall the wine has an air of elegance to it. 17/09/20"
195,"Splendid! This got better and better in the glass as time progressed. Well sketched Cabernet dominant blend: namely black currant, cedar, strawberry on the nose. The palate is smooth and well balanced, earthy, tobacco, and slightly leafy herbal with good fruit tones. Great length too."
196,"Great wine from famous producer 65% Cabernet Sauvignon, 30% Merlot, 5% Petit Verdot, 16-20 month in oak barrels, a very dark ruby color. Aroma of black fruits, black currants, cherries, chokeberries, plums, cedar, sweet herbs, licorice, plum liqueur, dried plums, oak barrel. Wine juicy, with balanced fruity acidity and tannins, good complexity. Finish elegant and long."
197,"From an area that was severely frosted, Chevalier 2017, losing some 30% of their crop, was critically very well reviewed. With 70% Cabernet Sauvignon, 25% Merlot and 5% Petit Verdot, the Grand Vin showed well with a nice balance of new oak and fresh fruit. Young tannins that will round out before bottling, to a good lingering finish."
198,"Dark fruits such as plum, blueberries and liquorice on the nose. Not really acidic at all with soft and elegant tannins along a complex layered of cocoa, bittersweet plums and more liquorice on the palate. The wine itself is very well structured, with initial fruity driven on the nose but it doesn’t get overwhelmed at the palate. It has long finish with a salty aftertaste that keep on lingering underneath your tongue. 4.5/5 🍷"
199,"Tasted alongside the 13 smith Haut lafite from a vinotech machine in Max Bordeaux. This was darker in colour and palate, brooding, powerful. Earthy. Preferred and I am seeking some out at home. Pessac-leognan is my new fave Bordeaux appellation"
200,"What a delicious wine is this white 2004 Domaine de Chevalier. It continues to improve. Some secondary notes now. Hazelnut, hay, mineral, perfect balance. What a wine. I honestly believe this will get even better. I should leave the rest of the case another few years. Thanks Jordi Hompes for enjoying this with me (you think this old, wait for the next one)"
201,"Happy Bordeaux Sunday 🍷 Pessac-Léognan red from my fave producer. CS/M/PV 65/30/5 Deep ruby color. Complex and pronounced nose: cassis, dark berries, slight hint of cedar, earthy, tobacco, leather, vanilla, coffee, cinnamon, nutmeg, cloves. Compared to nose, less flavor intensity on the palate, yet complex, rich and deep. Acidity is racy, tannins were grippy first but gets smoother in the glass. Very nice now and will benefit from cellaring. 4.2* Even better with great QPR!"
202,"One of my favorite Pessac and this very hot summer year is no different apart form the fact that you can drink a somewhat ""young"" vintage right now! Very round tannins with sundried red berries, oaky but not overwhelming. Great go to wine."
203,"A very classy nose of plums, cherries, cedar, anise and herbs. Mellow and carressing mouth-feel, still with plenty of fruit presence all along the tasting curve. Layered, graceful and long. Seems fully resolved and ready, at least in my book..."
204,"Decanted for two hours before pairing with grilled lamb chops. Deep ruby colouring with a bold nose of cassis, plum, smoke, leather, and a bit of cedar. Sharp in acidity and full of gripping tannins, the wine presents a full body of ripe dark fruit, mature oak, and smoky, leather, and coffee / dark chocolate flavours. A great wine with an impacting finish of olive, leather, and coffee flavours. Could age for many more years but I got impatient. Paired immaculately with the lamb as well."
205,"Dark ruby red colour, full bodied. On nose, rich fruity with blackcurrant, blackberry, plum, earthy and oaky aromas. On palate, milk chocolate, coffee, vanilla, black fruit, cassis, leather and tobacco taste. Extremely nice wine with a bit spicy during first sip but very smooth texture with low acidity and strong tannins.. long finish wine and it definitely need to decants for long hours to enjoy to its fullness..... I will give 4.7/5.0 wine...."
206,Discuss.hk 2017.11.03 酒聚 First runner up of the night to my very personal Was blind tasted. I guessed it was quite vintaged. Loved the smoothness and the balance. Took home after the gathering for my tasting again tmr!
207,"Outstanding Bordeaux, full-bodied, medium acidity and tannins, elegant, smooth and silky, deep flavour, rich bouquet, hints of black currant, black cherry, liquorice, tobacco, cedar, an absolute delight and pure love from the first sip. I would decant it next time less and in a narrow decanter as decanting in wide one takes the part of the beauty away."
208,"In my top 5, I really enjoy the Pessac reds this vintage. The fresh and wildness to the red fruit is sublime. This Chevalier steps into its own class and really is a delicious wine. Not quite as seamless as the haut bailly, its just downright charming."
209,"Slightly behind the 2009 vintage (not just by year lol), the 2008 is a less powerful but more elegant wine. Aromas of black currant, plum, cassis and tobacco, medium to full body, balanced tannins, fresh acidity with smoky - oaky finish. Still a great wine!"
210,"At the UGCB 2017 tasting in Chicago Jan 22nd. A Grand Cru Classe Graves.   Mix of oak and dark fruit, very nice medium tannins and a medium length dry finish. Vintage 2017. Varietal: 70% Cabernet Sauvignon, 25% Merlot, 5% Petit Verdot.   Estimate 94-92 points   (How my star rating works for pre tastings, based on middle score... 5 STARS = 100-96 points, 4.5 = 95-93, 4 = 92-90, 3.5 = 89-87, 3 = 86-84, 2.5=83-81, 2=80-78, 1.5=77-75, 1=74-50)"
211,"Nice quiet lazy Sunday-as I like it Decanting the Meerlust Rubicon for thé Big Community Virtual Simultaste later so this Halfie keeping me busy 😅 My first from this interesting Graves domaine, not my last 66% CS, 25 M, 9 PV, aged for 18m in 50% new oak Deep purple, eucalyptus, hedgerow, spiced currants on the nose Rich, fleshy yet elegant smooth ripe cassis, plums, dark chocolate, herbs, earth, mint, tobacco, crushed rocks, big tannins, mixed spice lengthy finish Delicious 4.3 Happy Bordeaux Sunday ☺️😊👍🏿🍷"
212,"Happy Pessac-Leognan Bordeaux Sunday! This Domaine de Chevalier is opulent and velvety! 👁 inky ruby purple 👃 cigar box, pleasant barnyard 🐮 cassis, black cherry, blackberry, shitake 🍄 👅 rich black fruit; currants, plum, blackberry, blueberry with oak spice and black pepper. Full bodied with fine integrated 💪🏿 tannins, M+ acidity, velvety softly cheek coating mouthfeel 👄 high complexity, long dry black and blue fruit and Christmas spice finish. 65%CS/30M/5PV. No decant needed! 😋"
213,Happy ‘Pessac’ Bordeaux Sunday dear friends! Detailed tasting note already exists from me on this gem which comes so great out of the Demi’s right now. The prior note is spot on but has phenomenal Christmas Cake now too. This is really close to a 5 🌟 now already. From Demi ready to drink with a 2h decant. Full bottles leave until 2025ish. Long life ahead. Was awesome with Goose btw 😋 95p+
214,"Nose is still a bit tight, but those tertiary notes are now coming through—wet leaves and tobacco accompanying the unmistakable cassis, bramble, some wild raspberry, dried lavender, sweet spice, musk and smoky, vanillin oak. A complex nose and palate that announces classic Bordeaux, but with a supple texture that suggests modernity and youth. Oak, fruit and refreshing acidity all coalescing into a polished, elegant drop. Finish is spectacularly long, the sandy tannins still bursting with fruit for minutes."
215,"This is a classic , finesse - styled Graves. A very classy nose of dark plum, black cherry, cedar, star anise and raspberry leaf. Mellow and caressing mouth - feel, still with plenty of fruit presence all along the tasting curve. Multi-layered, graceful and finishing with a nice length. Seems fully resolved and ready, at least in my opinion..."
216,"Poise, class and substance, this Graves has got it all; deep burgundy color, nose of mint, hibiscus, incense, smoke, cranberry and raspberry, wouldn’t you know it, still tannic with fine grained structure and balanced acidity, full body with silky mouthfeel, tastes of mineral, saline, salty meat, sage, anise, hibiscus, espresso bean, dried cranberry, and Earl Gray tea, store smooth elegant long finish, aftertaste of prune, raspberry preserve, quince paste and red vine licorice, complex & layered, marvelous."
217,"Youthful purple color. Ripe and fragrant nose of blackberry and violet. Very good freshness. Medium-bodied, opulent and slightly sweet on the palate. Silky tannins. Very good structure and depth. Very good vigor. Harmonious. Succulent and long on the finish."
218,"Despite the difficult vintage, this Chevalier delivers. Nose a bit discrete but showing elegant red fruits with mint and floral notes. First palate mellow, with elegance and a great structure. Great length with finale à bit unruly. A wine to wait, great potential"
219,"Had my last bottle 4 years ago and this baby is traveling steadily along its plateau. Still lovely, fresh aromatics with a touch of cigar box and remains a deep, purple colour. No real sign of age! Black berries and red currant flavours still dominate with a classic Bordeaux graphite edge. Tannins have softened but still firm enough to see this through to 2030. A long, woodspice finish. One of the best 2008 Right Banks out there I think 👍🏼🍷"
220,"Powerful red fruit aromas for the nose, immediately followed by oak intense but not overwhelming. Tannins are quite educated, initially striking but then replaced by a fresh and long acidity. The 2012 vintage could have stayed in the bottle for another 10 years without problems, too bad that it's gone now!"
221,"For once, a wine that justifies its price tag! Chocolate, tobacco, oak, cassis, leather and perhaps a something extra I can’t put my finger on; and that’s just the nose! Beautifully smooth at first with balanced tannins and acidity followed by a long, warming blackberry finish. This is one to buy again."
222,Drank 22 Oct. Preferred this to the Mersault tasted on the same night. Has more character and body and the freshness and acidity makes it so much more lively. Can further evolve with a few years more of cellaring
223,"CHEVALIERS DUO #2/2  1990 Dom. de Chevalier Darker garnet than the '86, with orangey hue on the rim. Strong earthy perfume with dense black fruits, creme de cassis, cedar, stewed plums, dark chocolate. With some airtime, a beasty tertiary note comes out. Sleek velvet covers the palate with luscious berries. Tannins are well integrated yet still eloquent. Fab balances of all the components, rounded mouthfeel with luscious elegance. Aromas get stronger with more airtime adding some Othmanthus. Good fruit, >>>"
224,"Dark ruby color, concentrated blackurrant aromas and flavors, vanilla, toast , spices . Full body , high tanins, high alcohol with a very long finish. Too young to drink ( would need a serious decanting time) , to keep for 10 + years ! This wine has a lot of potential!"
225,"2009 for Bordeaux is definitely one of the best vintages in the past 30 years. Amazingly complex wine with black currant, blackberry, cranberry, cedar, cigar box, leather, forest floor. After one hour in the decanter, it showed a strong note of truffle, which isn’t a common note but is absolutely charming. This bottle can keep at least another decade."
226,"Beautiful bouquet, aromas of dark fruits, earth and tobacco. On the palette, it touchs you with soft tannins taking you on a journey through homey fields and lands. Excellent wine, and excellent value. Would buy again."
227,"Feels still young with strawberries, raspberries & minerals flavours, light and silky tannin, elegant style , a light Bordeaux or a powerful burgundy —somewhere in between ,could drink it with some light bites or more delicate food rather than red meats ,good value for money"
228,"A great deal of concentration in this Graves. Weighty black cherry nose,and a polished and luxe structure that has almost new world depth. Long finish that has fine tannins to balance the mouth -filling extracted dark fruit"
229,"It should be drunken bit earlier than 2020. Having said that, this one was fantastic red. Very smooth but still maintaining its good tannic nature. Gentle and sophisticated Bordeaux this is. Value for money !"
230,"No great wines just great bottles? This is surely one of those. So surprised by how good this is (from 375ml). Deep rich and ripe, intense bouquet, polish oak with a touch of vanilla. The tannins are already soft. It's got good balance and a lovely finish. Bravo!!"
231,"63% Cabernet Sauvignon 30% Merlot n Cabernet Franc. Petit Verdot made up the balance deliver good intensity on the nose with smoky blackcurrant, black cherry stone n soil. Medium to full bodied smooth, supple, bright finish with lovely cedar n silky. Drink now or before 2022. 91/100"
232,"Nose:Dark chocolate with cognac and sweet dark cherry,vanilla,cream cassis, coffee liquor,wood polish. Taste: sour cherry,black currant, mixed forest berries,slight dark chocolate and gooseberry in long lasting finish"
233,"Backlog of notes from the London Lunacy meet up at Cabotte. Wine #8 was a blend of Cabernet Sauvignon (66%), Merlot (28%) Petit Verdot (6%) from wine aficionado. Oak aged 18mths. Deep, dark ruby red with nose of smoky cigar box & red fruits. Dry, high acidity with medium body & fine, silky tannins. Silky, smooth & sexy with flavours of cherry, mixed berries & plum on a long satisfying finish. 4.3⭐ Thanks Frédéric👍"
234,"Great Bordeaux with a dark purple color in the aroma and taste, above all dark fruit in the background red fruit palpable dried fig prune raisins notes of oak vanilla chocolate coffee tobacco caramel cedar clove cocoa earthy leather smoke graphite mushrooms forest floor tar pepper licorice cinnamon mint savory nutty almond. Bordeaux is perfectly balanced with high acidity, velvety tannins, a sensational solo wine. 🍇🍷👍🏻😃👌🏻⭐️"
235,"So after the bad bottle of Brunello Casanova Du Neri, decided to open this very well rounded Pesaac. Beautiful nose of dark fruit, hint of leather and tobacco. Excellent rounded tannins, more dark fruit on the taste, blackberries, some blueberries, a medium finish. Good bottle for our wedding anniversary!"
236,"I had the 10 and the 12 and thought they were pretty fair. The 2011 is incredible NOW! I think it has some room for improvement with cellar time but if you need to open a recent Bordeaux tonight, this will make you glad you did."
237,"Cherry, amaretto, soy sauce, red fruits roasted pepperoni, hint of cold smoke. Superb! Med bodied, smooth tannins , pepperoni, than great and almost endless red fruits phase, multilayered, a beauty!"
238,"Excellent wine, classic style, huge potential. Rich, dense, but elegant and even delicate. No modern opulence of Sauvignon, everything is in good balance and oak is well integrated. Delicious and profound wine."
239,"I could smell the aromas from far the moment it was poured onto my glass. Nose of fig, dark chocolate, mocha, hint of plum, savory and gamy. Full bodied, velvety tannin and solid acidity. Absolutely balanced with medium finish. Well matured and I believe it is drinking at its peak now."
240,"Great Bordeaux left Bank 💥🇫🇷 RP - 93 , my - 4.6+ 🍷 Bordeaux blend 🍇 Mix of herbs 🌿 red & black berries Smoke , cedar , plum , raspberry Pure , Balance & structure - 👍 Still quite young , with big potential For me - one of the best French for +- 100 euro 🏆"
241,"A classic Bordeaux at its peak. That typical balance of black fruit ( blackcurrant), red fruit ( cherry). Med body, med tannins, med acidity - this wine is perfectly balanced at 15 years of age! The usual oak, vanilla, leather, tobacco, earthy. Bordeaux is so nice 😊"
242,"Mature Bordeaux..showed grass and wet rocks at first, after some airing in glass showed leather, tobacco leaf, subtle red fruit..smooth from start to finish..again shows what a great wine can be if aged well"
243,"Dark red in color. Tar, leather, tobacco and black plum on the nose. Blackberries, tobacco and leather with smooth tannins on the palate. Paired up with a very tender tenderloin at Palmen at magnificent Grand Hotel."
244,"Outstanding Pessac. Matured and developed. Ripe dark fruits, cassis, candied cherries, mint, vegetables, earthy, cigar box. Lovely texture, balanced acidity, still vibrant tannins, long finish with coffee nuances."
245,"95/100. Precise, clean palate that you can distinguish tastes easily, in a fine balanced way. Mouth watering fruits, velvety tannin and slight leather note adds more pleasure. Hint of sweetness in the end, very long finish. Exceptional wine indeed."
246,"Big surprise!! Performed incredibly well for its age and the vintage we are speaking of, so overall really happy with its showing )bottle was in good condition). Surprisingly good amount of flavors and structure. Nice experience."
247,"Elegance, firmness, balance...all that you can expect from a great Grand Cru Classé de Graves which vines are embraced by cold winds that come from Atlantic Ocean. This wine is also indicated in the book “1001 wines you must try before you die”."
248,"This Passaic Léognan rouge offers a little more fruit than the reds from Margaux I tasted recently. There’s also a nice bouquet of baked blackberries & roasted meat. On the elegant palate, layered flavors of blackcurrant, loganberry, dried fig, gravel & oak show atop a structure of pleasant fine tannins with plenty of acid. Finishes long & quite luscious. Aged in French oak, 70% new. me93, ws92, we95, wa95, d95, jd97, js97 ✅"
249,"The wine of the night. Not to everyone's taste but I love loved this wine. White flesh fruits, rich but with great acidity and long finding. Would be great with lobster bisque. I loved this wine a lot."
250,"Medium ruby red, clear appearance. Pronounced nose of black fruits and red fruit, mocha, dark chocolate, vanilla, oak, chalk. Palate wise is very fine tannins with medium acidity, medium body and long finish."
251,"How delightful! @Tom Murphy you convinced me to rummage in the cellar and find one of the older vintages of this after your recent review of a much younger version. Black plum and leather on the nose. Berries, herbs, in the mouth up front, and a touch of menthol/pepper at the end. Great length, excellent cork. 😋"
252,"Bit of a gasper and WOTN 🥈for me. Full on fruity, Napa style, intense blackcurrant, warm Indian spices, and mulled, but juicy, fruit. 45CS; 45M; 5CF; 5PV and a delicate 12.5 ABVs (where it departs from Napa 😂). So fresh and so young. And yet just been given the key to the door!"
253,"This is now ready to drink. What a difference a year makes (since I tried it last)! Tobacco, chocolate and dark fruit in fine combination. There is a balancing freshness and great structure. Very enjoyable!"
254,blackcurrant vanilla oak leather tobacco blackberry cassis cedar earthy black fruit smoke chocolate minerals black cherry red fruit raspberry coffee graphite blueberry mushroom forest floor toast mint prune dark chocolate butter black plum stone cheese tar red cherry
255,"Surprising still vibrant at this age, even for 1982 vintage. Leather, stem and some green on the nose. Seducing flavors and red fruit. High acidity and has some minimum tannin left which gives it a little bit of strichte. Very fine wine 🍷"
256,"A treat to open with homemade burgers 65% Cab Sauv, 35% Merlot and 5% PV Possibly still a touch young but pretty good for an off year On the nose, black fruits, old leather, tobacco leaf, earthy, pencil shavings, warm spices and a touch medicinal Fruit flavours of blackberry, blackcurrant and dark plum Earthy and smoky Mocha Med+ acidity Warm spices of nutmeg and cinnamon. Sweet vanilla Tannins pretty well integrated with just a touch of grip Long spicy and fruity finish"
257,"Tasted blind. Funky, earthy, exciting nose with bursts of horse stable, sage, coriander, blackberry, and smoked pheasant. Spicy, burning wood embers and red bell pepper. Terroir-driven, Left-Bank Bordeaux, full of earth. Controversial with it’s unabashed herbaceous monologue and funk, but I like it. Drink up."
258,"This is what a young epic Bordeaux should taste like. Left it in my glass for 2 hours before tasting. You can smell it unwinding (like me in the bath). Enjoy. 👀Deep ruby 👃fresh small berries (Very tightly packed). Sweetness of red fruit coming through. Kirsch and other dried black fruit. Juniper, liquorice, pencil and cedar. Smokey. 👅high acidity high and fine tannins (already soft), medium + body and intensity, could be high but the balance is so great its. Wow. Cascades of lovely fruit and spice."
259,"2015 vintage already drinking beautifully at just 4 years. Hot summer that's reflected in perfectly ripe and slightly cooked fruit aromas of blackberry, blackcurrant, cherry and plum. The oak is carefully integrated with aromas of nutmeg and clove. Classic Pessac minerality providing a strong back bone for the wine. Nice structure with fine tannins, pleasant and lasting finish. One of my favorite left bank Bordeaux reds in this price range."
260,"It simply gets closer to the definition of what a superb , rich , full bodied wine is. With a touch of almonds, and high minerals on the nose, complements its flavor by becoming more mellow on the palate with a long lasting berried flavor.. Outstanding with assortments of French cheese."
261,"Fruity & simple Bordeaux. Velvety, round tannins. A little savoury. Ageable to 2038 according to Wine Spectator, which weighed in at 96 pts for this one. Tried at tasting. $170 @ Co-Op. My fav of the night!"
262,Still young for graves classé but well rounded with dark fruit aroma and a subtle taste with hints of vanilla. Very good wine
263,"Another good represent of 2005!! Althought not the front row producer but the wine can deliver the very good woody nose with mild earth and proper red/black fruit.med to full body with oaky tone on palate,very balance of acid and fruit.med finish. Not the particular style but very yummy with great balance."
264,"Edgy powerful fruit, cherry and blackberry, wood, vanilla. Very very pleasant. Well balanced. Balance and power, very full bodied, loads of dark dense fruit, soft tannins, delectable, complex, long savory finish. Wow!!! 95+"
265,"Yum! An understated star of the vintage that competes with its more famous neighbors up the Left Bank. Still a baby but showing its potential and has a certain freshness. Both blackcurrant and red currant, red cherry, potpourri, white pepper."
266,"Deep ruby Pronounced black plum and black Cherry on the nose. Medium acid Dry High tannic More pronounced fruit on the palate after 4 hours in the carafe. Cedar, mint, tobacco and wood/vanilla. Long Complex Outstanding wine. 😄"
267,"66% cab, 28% merlot, and 6% petit verdot blend. Aged 20 months in oak. Soft red fruit nose, candied cherries, silky tannins, slight barnyard and earth funk. Fruit has mellowed and created a wonderful harmony with the earthy tannins. This one is ready to drink now or continue to age."
268,"This, the Lynch-Bages and the Pichon were the highlights of the 2015 Vintage Bordeaux tasting at Sotheby’s in London. Whereas the Lynch-Bages had power and spice, and Pichon had great texture and integration, this had great elegance and persistence. Again, it’s all about imagining where the wine will be in 10 years - I have no idea how the winemakers do it..."
269,"Vintage 2016 opened in 2019. 👀The color is deep purple. 👃The nose is offering cherry, black currant, cassis, blackberry and vanilla. 👅The palate is offering fruit sweetness, black currant, cassis, blackberry, vanilla and oak. Average tannins and average acid. I rate it 8,25 out of 10 points."
270,"Dark Ruby with matured brownish hue. Subtle nose of blueberry, earth, graphite and mineral. On palate it has a rustic feel but showing some nice freshness along with blackcurrant, mineral and graphite. Long finish, fine tannins with a soft grip. Quite a surprise the '83 is still holding well with good structure. Although it has fully matured and ready to enjoy."
271,"Needs air to open up, after about 60-90 minutes patience pays off. Complex nose with smoke, leather, mint, cedar, dust, mushrooms, black currant and licorice. Palate starts off closed with high tannins and acidity. After it breathed for a while, loads and loads of dark fruit with a very long black currant and honey finish. Still at least 5 years of life in this bad boy."
272,"Cherry leather nose. Body had chocolate dipped cherries, lightly drizzled vanilla that slowly ends in blackberry, violet, and iron. Good complexity and flavor. A touch sweet on the first sip but the complexity makes up for it. 66% CS, 28% Merlot, 6% PV 20mo in 50% new oak, 50% used. 4-1"
273,"👁 deep garnet 👃 medium plus intensity, developing aromas. Black cherry, cedar, toast, cloves, black berry, leather, forest floor. 👅 dry, medium plus acid, high tannins, medium alcohol, full body, long finish. In the spot now."
274,"Ok so I had the 2007 of the white Grave a few weeks back and was blown away. Saw this and decided to treat myself and boy oh boy I am not disappointed. Such a classic and I've only just opened it. Can already taste the potential before it opens up. Christmas break, here we come. Yum yum!"
275,"Clear, medium ruby. Clean nose, medium intensity, aromas of red fruits, leather, dust, mint, liquorice, chocolate. Dry. Medium body, medium acidity, medium tannins, flavours of red fruits, leather, dust, mint, liquorice, chocolate. Medium finish. Outstanding."
276,"A very good wine and an excellent way to make life sane during the lockdown. Full- body, deep red color. Nose of boysenberry, vanilla, and brioche. Tastes of plum, red cherry, pepper, tobacco and some cola towards the end. Extremely smooth and well balanced. It was $80 at the store today, which normally I find expensive. But given that the store has to close tomorrow indefinitely, it felt like a good value! 9/10"
277,Deep purplish red and almost opaque . Brilliant aroma on the nose. Solid full body on the palate and very lasting after taste. Probably need longer decant time > 1hour . Need to let it stay slightly longer and roll on the palate to explore the inner structure of this wine.
278,"Bordeaux 1990 at AuZone The only Graves in the field was for me a little more clumsy. Brick colour, animalistic, barn and dark plum on the nose. Sour cherries and rowan berries on the palate and a bit short aftertaste. Robert Parker and the Domain did not exactly like each other back in the days so he scored it only 88p. 4.1⭐️ AuZone votes 1-3 Drink 2020-2023"
279,"Deep violet color with mocha and blackberries and hints of ink ,complex and multilayered aromatic profile, balanced in mouth with youthful yet refined tannins medium acidity and long but not tense aftertaste"
280,#50 Merano Wine Festival 2019 65 cab 25 merlot 10 verdot Very nice intensity with the strawberry jam with a nice vanilla sandalwood light note with a nice blackberry jam coming through with even a ripe apricot Mouth is warm silky smooth with a nice weight with a great strawberry blackberry jam mix with a crisp sandalwood vanilla and a medium acidity and tannin and a tremendous exit and aftertaste 4.25
281,Lovely soft subtle Jose. Soft red strawberries. Velvet in the mouth. Elegant & clean. Exceptionally well balanced. Well recommended
282,"Super interesting side by side tasting of the 07 and the 79. The frame is a copy paste, 79 on tertiary mainly, very Smokey and mineral. 07 expressing the same characteristics with the fruity side on top. Super wines! Rebuy: yes"
283,"A complex wine that has a startling amount of primary fruit in the aroma despite its age. There are aging characters and oak characters that play a supporting role and serve to round out the overall aroma admirably. The tannins are broad and suitably melted from bottle age. The finish is perhaps the best part of this wine. It has length, but it is the understated fruit flavor that really shines."
284,"1982 Domaine de Chevalier #Graves #Bordeaux #Cabernet blend. Amazing at 33 yrs. Notes of lilac, dried cherry, cranberry, red plum, leather, forest floor and a distinctive grass fed beef aspect. Soft, silky and long. #wine #sommelier #sommlife"
285,"98/100 Cooked peach hazelnut almond acacia honey smoked wood dried honeysuckle nectarine under syrup seed oil rubber hint of petrol vanilla cream brulee caramel and custard On palate lime and fresh pineapple High oily viscosity Full body High acidity High alcohol Pronounced intensity Long finish The wine its on peak shows a perfect balance btw the aroma profile. The complexity is on another level along the concentration, the power, the super fresh acidity and texture. This wine is excellent!!!"
286,"4.1 ProWein 2018, Düsseldorf, Germany, 18-20 March. Evening of Crus Classés de Graves. Expressed aroma of dark/red berries, black soil, young not ripe cherry, wood and spices. Dry, high acidity, hardy string and knitting mouth tannins, full body, quite rounded already taste, colors are promising, good structure, sweet green pepper bitterness, stays long at the end. Young but nice for now, what would be with right time❗️🤔😉😊"
287,"Many domaines in Pessac-Léognan make both a red and white wine. I found the whites a bit more interesting. In the nose scents of vanilla, olives, graphite and plums. On the palate spicy, med acidity and tannins. Flavors of cassis, vanilla and a bit of iodine and pepper. Med+ finish. The wine felt too young and hard, this needs 2-3 years to be re-assessed. 15 pts for now @ Perswijn Bordeaux tasting."
288,"Beautiful Pessac Leognan. Deep red color with a long finish. Opened a but gamey with some barnyard. Had the pleasantries of any top grinch wine. Berries, leather, green pepper and some chocolate. We had a long night opening several good bottles but this was a standout."
289,"Quite a delightful wine ‘right off the bat”; richly coloured, full-flavoured dark fruits with a hint of cherry nd black currants lavish the tongue and remain dominant for what can only be said is an amazing length of time"
290,Sample this wine with Serena Hawkins Henry Smith Philip Leah missing Andrew Colin @Andreas Evans Ryan Walkinshaw Hayls
291,Young purple in color with a rim of carmine. Initially minerality in aroma changing to earthy and mushroom and then meaty and savory with airing. Medium to full body. Medium acidity. Nice balanced terroir with mushrooms and ripe black fruits changing to black tea with hints of savory and chocolate and raisins. Integrated but strong tannins. Length 4-5s. Need 1 hr of decanting
292,Nose of blackberry and cedar ... complex and yet elegant ... with loads of fruits with silky tannins and a long finishing
293,"Developed colour, the nose is a fantastic blend of vanilla, caramel and hints of tobacco. Perfect balance and long, long."
294,Complex wine with lots of minerality balanced with a subtle hint of cream asparagus - High acid with subtle oak influence
295,A wine that deserves a quote from Jancis Robinson: ‘Cabernet is the most glorious and nuanced of all liquids.’
296,"Deep velvet colour, lots of berries and pencilbox flavours. Tannins still quite prominent. Great example of typical quality French Bordeaux."
297,"Meaty, roasted and quite well aged bottle. Drinking well. Mouth drying tannins with nice silky Finnish. Very nice Bordeaux."
298,"Blackcurrant mild tobacco in nose. Tannins nice and nice balance between darkberries ceder, mild spicies long length"
299,"4.4 from magnum. A point! Great for drinking now, not super complex, but ripe fruit and high drink ability."
300,Extremely good Pessac-Léognan in a very good vintage! Full bodied. Nice nose and very good length! I liked it a lot!
301,Beautifuly smooth with wooden notes And tobacco pallette. Intense long finish. Dark ruby Color with slow big legs on Glass.
302,"Deep red/purplish rivets. Spicy, green pepper, intense, dark berries. Great intense entrance, tannic, dry, medium suite"
303,"Soft tanins, super smooth... lovely wine. Black fruit .... blackcurrant. Also get vanilla, oak, leather"
304,A full bodied elegant Bordeaux with velvety tannins. Spicy with black & red fruit aromas and tobacco and mint
