,0
143,"Sailing (Rod Stewart) This wine takes its name and sailing boat on the label from the Earl of Malartic, who defending some French island against the English. Luckily for us he later started a winery, producing excellent reds and whites. This superb red first impressed me with a great nose of red fruit, spices and toast before serving cassis, cherries, tobacco, a bit of wood and darker red fruit on the palate. Structured, round, fat and well balanced this 05 has everything to become a 5* wine in a decade."
144,"Left bank Bordeaux. Deep purple with translucent, electric ruby edges. Elegant dark fruit bouquet opens up to floral aromas, wet leather, river stones, smoke and raisins. Round and silky in the mouth, with big blackberry, black cherry, cassis, licorice and violet notes. Nicely dry. After breathing it really shines."
145,"Dry and dusty on the nose and the palate is tart and rounded, which means, leave it for a hour and then it breathes its life Clove, nutmeg mixed with dark berries Good wine, a couple more years it will be great ..."
146,"Outstanding. Deep ruby color and full body. Fleshy and bold. blackberry, cassis, vanilla, licorice, herb. Need more aging."
147,Sweet dark fruited aroma. Beautiful integration of dark fruit and tannins with a long finish. Loved it.
148,"Dark fruits, red fruits, currants, tobacco, dried herbs, mushrooms. Classic Bordeaux and probably at peak."
149,"2009 doesn’t disappoint. Sweet, jammy notes are a little overpowering on the nose, but palate is perfectly balanced"
150,"Not usually a huge fan of White Bordeaux, but this was splendid surprise. Funky and unique, a classic savory French wine."
151,A bomb of vanilla on opening. Exquisite blackberries the second day. Exquisite. Black and redberries evolve. SEK 270.
152,"92 the smell is very promissing: complex, powerful etc. When we get to the taste, its good. WS 91, RP 92"
153,Nose has a little funk to it almost a hint of dust and smoke. Big round fruits on the palate. Nice medium finish
154,"Rich texture, fine tannins with notes of blackcurrant, black plum, licorice, graphite. Long and nice finish. 9,3 PM"
155,"Still a cracking wine. Oak, elderflower, peach and lemon zest. This will keep for another decade. Perfect summer drinking."
156,"Lovely drop and 2009 vintage is great. Deep garnet Colour clean wine with a slight deposit. Medium alcohol, medium (+) body, dry, medium (+) tannin and medium acidity. The nose has medium intensity with a lot of ceder, tobacco, oak, blackberry, blueberry, plum, fig, all together in a nice blend. The wine needs a little time in the glass to express this but do not decant as it might fade too soon. Medium finish but lovely experience."
157,"Astonishing wine, black fruit, leather, earthy, mediu to full body, round tannins, light spices and smoke. Great finish"
158,Tried on the primeur week in bordeaux. Only points. 93-94+/100
159,Well balanced. Low acidity.
160,Ready to drink
161,Smooth and easy to drink. Oak and minerality shines through. Dark fruits and forest floor.
162,"Soft tannic, Intense floral，balanced"
163,"4.6, worth 60chf at all"
164,"Fruité, terrien, plein, puissant, complexe, long. Excellent."
165,"Very floral nose maybe some lemongrass, very full flavored bold white. Lemon and then very interestingly goes to a pepper on the finish."
166,"Deep ruby color, with aromas of red fruit, stone and a touch of oak. Medium body, nice acidity and tannins, with notes of cherry, pepper, and oak."
167,"Quite earthy and not as fruity as some. A nice change from usual new world selections. Provides graininess, some blackberry and longish finish @4.2"
168,Vanilla and floral nose deep berry color with a very smooth palate drinks well for a young grand cru balanced Bought 1 for 54
169,"The tannic one. Still youthfull. With cassis and raspberries, spices from oak ageing. Needs time. Have good potential to improve."
170,2005- superb bouquet leather and red fruit. Suave long. I would have loved a bit more complexity on the tasting but overall excellent ! 4.2
171,"Very youthful, deep concentration, with fine hint of graphite and cassis...first of 6 bottles assume only getting better in the cellar..."
172,Light cherry bouquet and soft cherry taste. Low acid and tannins. Had it at the Toronto Vintners Bordeaux night and it ranked 6/8.
173,"Perfect , an astringent wine. Rich and noble taste."
174,"Clean. Very ""Pessac"" style. Loved it."
175,Weekday vibes in the alps. Nothing soothes likes a good Graves
176,"Chocolate, plum, medium high tannins and acidity"
177,"Very enjoyable. Pronounced leathery notes. Well balanced. Finish could have been a little longer, but pretty good for the price."
178,Really nice wine. Better than the 2016. Balanced. Dark fruit and a touch of graphite with a nice round medium tannic dark fruit and oaky finish.
179,"Great wine, wonderful."
180,"Durian flavor at first opening, the taste was very very complex with cheese, oak, grapefruit peels. I will say it’s unique and much surprising!"
181,"fulfilling my soft spot for Graves, this supplies the full cigar box of chunky lingering flavours. builds in the glass over times."
182,"Black fruits, black currant, black pepper, licorice, 92"
183,An intense aroma of violet forest floor clove and dark fruits of cassis and plums. Perfect balance on everything and what a bordaeux wine should be.
184,Elegant and smooth. Bit of Red fruit and nice wood
185,Goes great with brie
186,"Structured and concentrated. Ripe dark cherry, Blackberry, smoky and leathery."
187,You like CA Chardonnay you like This
188,"Leather nose with plums and smokiness, very well balanced palate of dark fruits, plum and fig in particular. Beautiful with meat."
189,"Sweet nose of cassis, blackcurrant, graphite. Deep dark ruby. Med bodied, pure and rich, smoky, earthy, leather, long dry fruit finish. Nice!"
190,"One more outstanding wine from this Chateau. Deep, elegant. 92/100."
191,"Delicious Bordeaux blend which perfectly balanced fruit, tannins and alcohol."
192,"Ripe fruit, balance finished. Rather nice ;)"
193,"Red with reddish hue. Nose of berries of plums, soft tannins, prunes, cocoa."
194,"4.3 I could have given this another decade to mature, but still a beautifully structured wine."
195,great white bordeaux fruty but a nose of leather just nice
196,Thanks to great vintage 2005!
197,"Mid- intensive nose, earthy both nose and body. Mid bitterness. 3,9"
198,"Blackberry, blueberry, black cherry"
199,Big dark fruit. Slightly bitter but also with a nice sweetness. Good taninbite that shows that the wine still have cellar potential!
200,"Good, want more"
201,Tony’s pick. Josie fav.
202,4.25 Well matured. Very pleasant experience.
203,Even 2012 tastes great
204,"Always a pleasure to drink it, very long on mouth and well balanced. Was ready to drink but could be easily kept longer, acidity would then be ideal."
205,"#bdxprovning19 60/40 split Sauvignon Blanc and Sémillon Herbs, passion fruit, citrus"
206,"Full body , nach Beeren, Les sources des Caudalie 1.9.2020 France 65/120,-"
207,"Full bodied, complex, multilayered. One of the best value for money among left-bank Bordeaux"
208,Last bottle of a case of 12. Excellent crisp Sauvignon.
209,Soirée Des Crus Classes de Graves 19 opening dinner at Malartic Lagraviere
210,"I would drink again and again, if I could"
211,Bordeaux continues to excite!!!
212,"Superb Wine, soft tannins and very elegant. Long and delightful finish"
213,dd12 complex balance casis sweet spices perfume solid structure bit chalky slow opening minerals plum good acidity support and lenght
214,4.25 - classic Bordeaux with leather blackberry tobacco and hints of vanilla. Well structured and bold. Nice lingering finish. Always a pleasure
215,"Excellent sleeper hit. Engaging sensuous nose. Pomegranate juice, mocha and basil. Fabulous."
216,"Perfect op dronk, topper!"
217,"very nice bouquet, very nice taste. good balance."
218,"Crisp and enjoyable. Went well with a raclette for New Years eve. Apple, acid, grapefruit. Long and still going strong. Great stuff."
219,"Full bodied, berries, complex spices. Fantastically balanced tannins, great wine - fantastic value for money - highly recommended!"
220,"Very good, long on the palate"
221,Softer and more expressive with smoke and vanilla oak and good fruit. Yet high acidity and tannins.
222,Optimum Pessac . Very complex and a wonderful long finish.
223,"Dreamy Blackcurrant velvet. A beautiful wine with excellent tannic structure, silky smooth and heaps of festive spice. Very nice indeed. Chin chin!"
224,"Tasted in 2020 , super fresh and elegant - new style"
225,"very nice! long finishing , full body , plum, cherry and tobacco flavored!"
226,Very fine! Still plenty of mileage left. A great accompaniment to whatever you want 🍷🍷🍷
227,"Beautifully light and fragrant, flowers elderflower"
228,"Young but great, need few more years in the cellar to become fabulous."
229,What a year for this one
230,"Very good, caramel, vanilla"
231,Very nice structure for this Bordeaux white. Fresh with citrus notes.
232,Excellent full bodied Bordeaux. Really enjoyed. Good value
233,Very nice with seafood. Dry but still with a full flavour and elegance
234,91-92. Pretty good. Not very dense but charming
235,"Great wine, mature and will drink well for 10+ yrs ! 94"
236,Very good structure. Vibrant on pallate
237,This 2014 is even better with the years...
238,"Refined, but full-flavored. Deep cherry color. Fair priced."
239,Nice elegance and flavoursome
240,"Great vintage and this still needed time at time of drinking. Classic Bordeaux with cedar, graphite and slightly closed dark fruit"
241,"Black currant, soft tannins, very full body, very nice wine"
242,Gorgeous & elegant flavor and color! Love it!
243,My rating 4.3
244,"tender taste of this red fruit coloured wine. Delicate structure of this blend of Cabernet , Merlot &!Cabertnet Franc. Perfect to drink now"
245,A very good drink to sail away with.
246,"Great wine,realy nice aromatic,great body,superb ballance..."
247,"Good, maybe even close to very good. Also a great way to re-meet white Bordeaux"
248,"black berries, blood orange"
249,"A wonderful white Pessac! Very well done, soft, light and offering a nice and long bitter finish. Passion fruit, honey and sap on the nose."
250,"Still great, like this chateau"
251,No detailed notes bit this puppy is drinking well at just 10 years.
252,Bordeaux en Primeur 2020. Very tasty!
253,"Best wine of the trip. Amazing fruity aroma, super smooth and awesome."
254,A perfect Bordeaux bland.
255,"Good wine, taste of blueberries, blackberries, soft tannins, can be drunk when young, not a wine that needs to be stored for decades. 91p"
256,"Very good balance, batter"
257,"Excellent white Pessac Leognan, white flowers, grapefruit, ""pâte à pain"", light and soft texture, long finish on butter and cream."
258,Stone fruit and wet stone. Really good.
259,"Very nice, made to please well kept Bordeaux. Sweet onion and ok m cherry notes, some pomegranate."
260,"cherry and cassis, graphite, tobacco, and a hint of dark chocolate. well balanced with fine tannins and medium acidity. decent."
261,"A little bit of forest floor, but not much. In excellent condition though. Great deep dark colour. Nice ‘sharpness’ from cherry and good length."
262,Value of the day! Drinking nice right out of the bottle!!
263,Good wine not best vintage... Happy that it was still alive and at peak
264,"Opens with berries, cassis and chokolate Cigar, velvet, oak Long legs"
265,"Pop and pour. Elegant. Loads of black fruits and vanilla. Sweet, smooth tannins. Easy to drink."
266,Nice complex but started to be tired
267,Bold and dry. Attractive aroma of blackfruids and earth. Vote 3.8
268,Super yums! Great body and minerals. Dry and well balanced! Totally awesome even after some heavy reds. What an amazing wine to end the evening!
269,"Beautiful at 20 years old. (Geoff Kelly library tasting, Regional Wines & Spirits)"
270,Elegant tannins with great fruit and excellent arôme
271,"Full flavours, very nice, alreeds very drinkable"
272,Good quality but not value for money in my opinion. Slight tobacco and vanilla notes
273,"earthy minerals dark fruit toast nutty. Excellent deep red Grave. As others have mentioned, decant an hour or more before drinking. Perfect with strong red meats. One of the best wines I’ve had in the past several years."
274,"4.3 - spectacular wine. Black fruit and oak on the nose. On the palate a lot of oak, smoke, tobacco, chocolate, red fruit, violet… very subtle wine, many layers, mellow tanins superbly integrated, lightly silky, perfect acidity, superbly balanced…. A gréât gréât Pessac…"
275,"Plush, velvety and long but with nice dry finish. Some violets. Baked earth character. Elegant but also good depth."
276,"All hands on deck... for this Rolland wine that is OK... A blend of 56% cabS 38 merlot 4 CF 2PV. 70% new oak for at least 15 months Attractive nose of bell pepper, green blackcurrant, peppery, rubbery, and oak on red fruits Very Chilean like Medium plus body with uninteresting tannin and tobacco on the finish Good effort avoid 89pts me 91suckling 91WS 91gallon"
277,"I should have tasted this wine before SHL. Therefore, my review could be a bit biased 😅. Earthy 👃, lactic, chocolate, little green-ish, not outspoken fruitful yet there is substance on the body. Not really tempting. Closed? #UGCB2020"
278,"Purplish garnet. Lush nose with black fruits, licorice and cassis. Spicy, quite lush in the palate, white pepper, slightly sweet, nice balance, long finish"
279,Super good price value performance. Just right for daily consumption and with good enough complexity to enjoy alone. A decent choice to impress friends.
280,"Snooty Wine Night 3. First wine of the night. Extremely pleasant, great balance between fruit and oak and between nature and mankind. Very pleasant!"
281,"Deep red, full bodied. Rich flavours of spice, tobacco and cherry. Alot of texture and tannins wich turns velvety smooth after a few hours in a decanter."
282,"Solid Pessac Leognan. Lots of dark fruit, blackcurrant and cassis. Some cranberry into almost fig. Vanilla from oak. Good, but not spectacular for the price point"
283,"Cannot go wrong with this as a good QPR BDX. Great vintage as well. Liquorice, currants, and reasonably good length are the first impressions. Need to seek out more...."
284,"Nice amber color. Peaches and lots of Car urine on the nose. Tropical fruits, very complex and well balanced. A very nice wine but at the price point it is not great."
285,"Past its peak, so no more fruit notes, mostly earthy and graphite. But still rather elegant."
286,"Blackberry, black cherry, blueberry, nuances of lavender and burnt basil, and a smokey savory finish with sticky umami and tannic characteristics. 92 Points."
287,"Black currant, blackberry and plum on the nose. Smooth mouthfeel, more of the same on taste with the addition of some sour cherry. Sunday Bloody Sunday. 4,2"
288,"Clear and brilliant Grassy nose in check here and not overpowering the flinty and fruity tones Well balanced, brilliant acidity Fresh and delicious"
289,Enjoyed on a beautiful sunny day in Ireland. Generous green fruit nose. Freshness of Sauvignon with the extra tang of Semillon. Hits the spot perfectly today.
290,"Dark purple red in color. Aroma of cedar, plums and tobacco on the nose. Well balanced and fine integrated tannins. Low on acid and a warm and dry, tight finish."
291,"Ruby with magenta rim. Blackberry, black cherry, tobacco and forest floor aromas. Medium acidity, medium alcohol, dry, medium alcohol and full bodied."
292,Interesting wine showing age in a delicate way. Candy and honey. Lovely nutty notes. Rich but dry
293,Really good wine. Its balanced and elegant. A wine I can recommend ;-)
294,"Ruby appearance, pronounced. Leather and little tobacco. Palate blackberries and plum. Mild tannin and oaked. Medium finished. Full bodied and balance wine."
295,"Well balanced tannins, should be decanted. Last long after you have swallowed. Taste of dark berry and includes the characteristic earthy taste of left bank wines"
296,"Tobacco, dark fruits aroma. Taste is complex and elegant, full basket of dark fruits. Cassis, tobacco, blackberry, mint. Spicy finish. Still young but promising."
297,"Nice complex white wine. Long last, medium body. Very floral in the nose, nice lasting, honey notes. Souvignon blanket and semillon. Good up to 20 years"
298,"Had it breathed for two hours or so. Fruit forward nose with deep red color. Black currant, plum, figs, tobacco and cedar box. Medium finish. Nice bottle."
299,Red currant red cherry oak vanilla pepper bell pepper chocolate hint of forrest floor. Dry medium+ acidity and length medium tannin body alcohol intensity
300,"Black pepper, dark plum and Cassis nose. Dark tree fruits, Blackberry and Black Cherry flavors. Medium tannins. A wonderful blend of CS, MERLOT, PV and CF."
301,"Gold color. Complex nose with smoke, caramel, moving towards butter, toast, fresh baked bread... Good structure on palate, long finishing. A very nice bottle."
302,I now know why 2010 was awarded an exceptional year for Left Bank wines. Enjoying with warm pate de foie gras on toast. Yummmm
303,"Tasted in October 2019 - superb wine, nez puissant, vin qui a du corps, tannins présentent mais agréable. Should have bought more. And in May 2020 - a confinement wine if ever there was one - simply delicious!"
304,"Dark red. Dark fruit, leather and oak on the nose. Blackcurrent, blue plums and mocca on the palate. Full body and powerful fruit. Dry tannins but quite well balanced. Complex with a lovely finish"
305,"Gentle and fruity nose. Full body and smooth taste. Dark fruits with settled tannins. Somewhat dry, which is a bit of a surprise after the fruity nose. Very nice wine, good for all round drinking."
306,The nose is butter and wildflowers and the tiniest hint of cinnamon. The taste is a lot like the nose but has this delicious leathery long finish. Can’t even wait to serve this to my daughter.
307,"Traditional Graves structure with ripe black fruits, bold tannins intense with balanced acidity and warmth. Still developing and yet to show full potential but lovely and supple now."
308,"4-NYE’19 4.2. Beautiful wine! Elegant and still with potential. Black fruits and coffee, earthy and with a beautiful touch of dark chocolate. Firm tannins and perfect acidity."
309,"Huge although In line with the rest of the clarets and new world Bordeaux styles of the night. Ripe black currants, underlying sweetness, subtle tannins, balanced and complex."
310,Wow. A great example of Graves/ Pessac Leognan.
311,"My 3rd bottle and it gets better and better. Beautiful blackberry with toasty oak. Soil, meat hint. Nice tannin and long finish sails on mouth. Great wine to my nose and tongue"
312,"Great nose of red berries, spices and a delicate smokiness. The palate is very balanced and smooth with soft tannins and harmonious complex flavors. Ready to drink and can age a few years still."
313,"Dark inky very dark in color. Graphite and blackberry aromas. Tastes are underripe tart blackberries, with tannins and acidity that haven’t integrated yet. Still young and developing"
314,This is a great wine!
315,"Another very well made Pessac Leognan with bold fruit, black currant, cassis and ripe cherry, well made and on the palate earthy feel with good structure and long finish."
316,"Silky, powerful, classy and deep. So much cassis on the nose with cedar, chocolate and earth, The palate is so wonderfully balanced between rich black fruit and dancing acidity."
317,In line with my expectations. Still need to open it 2-3h in advance to fully enjoy aromas and flavors. Length could be longer but for a 2011 not very surprising. A good bargain at 29€.
318,Fragrant with black fruits and smokiness at the foreground. Full body with balanced smooth tannin and minerality. Hint of leather and pencil shaving flavour lingering. Long.
319,The nose is redolent of tropical fruits and lilly. The palate is rich. Finely balanced intrnse middle palate fruit with a strong backbone of firm oak and cleaned up with excellent acid.
320,"Garnet, legs. Dark fruit (blackberry, black cherry), vanilla, cedar, tobacco, graphite, mild spice. Medium body, mild acid, smooth medium tannins. Smooth, rich, delicious, though a bit simple."
321,"It has a nice deep red. This is smooth, first taste is dark fruit, then vanilla and oak. has a good earthy kind of like mushroom. I have never tasted terroir quite like this. It has some sediment."
322,"Nice wine very easy drinking. Soft fruit aroma. Sophisticated, mellow, dry well balanced fruity taste. Complex, elegant smooth aftertaste. Taken with a salmon dish, perfect match."
323,"Dark blood purple. Sweet berries on the nose. After 2 hrs of breathing, the fragrant is fully flourished. Light tannins but smooth. Sweet with a plumy after taste. It's absolutely delicious."
324,vanilla vanilla blackcurrant oak leather cassis smoke on the nose well balance firm tannins not strong leather tobacco oak vanilla cassis toast on the palate medium+ finish
325,"Loud and dangerous, more ‘Motley Cru‘ than Grand Cru - a Friday night encore 😎"
326,"Initially very closed, but opened up to chocolate and black berries. Savoury edge to the nose but also quite structured. Post 27km celebratory drink at Hussar Mouille Point with M."
327,"Really 4.5 stars but only because I drank it too early so it’s not the wine’s fault. Even so, it’s nearly flawless. Complex, structured tannins, spicy, full-bodied, rhubarb, and blackberry."
328,"Excellent wine. Very smooth and silky, with the taste of cherry, blackberry and caremel plus a lot of hidden favours; a very complex wine with the feel of class."
329,"Surprisingly, this 2009 vintage is approachable at the moment. Mushroom and truffle nose with both red and black cherry characters on the palate."
330,"Lacking concentration, but being tasted after SHL doesn’t help in that department. Low on primary fruit, bit green and tannic. Dry cigars."
331,Too young of course (in Nov 2020). Strong tannins will make this much better in a few years. There are better for the price ($70).
332,"Oak, tobacco, leather, mushroom contrasted by some blackberry and blackcurrant. A little bitter but smoothens out well with nice finish."
333,"Good but not great. Mid palate flat and lacking acidity. Somewhat elegant, but without a fine texture and mouthfeel. 90/100."
334,"my favorite toast oak aging style. if you compare with chardonnay, clearly this one has floral, wet stone, wet leave, and strong oak"
335,"At maturity. Dark fruit, currants, earthy nose, confirmed in the mouth. An excellent aged Bordeaux, nice value. Lacks some power."
336,Quiet a disappointment after 4 hours of decanting. A relatively expressive nose but a quiet acid palate with very restricted complexity
337,"Lots of black fruits! Leathery, licorice, vanilla and sweet spice. Very smooth. 14.5% alc - very powerful but doesn’t slap you with that strong alcohol fumes!"
338,Chateau Malartic Lagraviere. Pessac Leognan. 2010 vintage. Color: Medium Ruby Nose: Medium intensity. Developing. oak tobacco graphite dark fruit plum Palate: Dry. Medium tannins and acidity. Medium alcohol. Medium + bodied with medium finish. Flavour intensity is medium. cedar black cherry stone Quality is Very Good Drink now. Potential for aging.
339,"Super-ripe red cherry and plum. Sweet floral and spice notes, along with ripe, silky tannins. A rich, powerful wine with soft contours and striking depth. 52 % Cabernet Sauvignon, 40 % Merlot, 5 % Cabernet Franc and 3 % Petit Verdot."
340,"Nose of minerals and bitter citrus (litter box). Then white flowers. Somewhat reminiscent of a heavy Sancerre. Rather full and rich. Not very acidic but still somewhat sour. Like an imaginary mix between a New Zealand Sauvignon Blanc and a Meursault? Certainly well made, but not my kind of white. 91-94p."
341,"I bought for blind tasting. One guessed it a US wine, Bordeaux blend. One guessed a Rhône. Reasonable answers as it was so fruit driven, blackberry, cassis woven with vanilla, chocolate, licorice... Left half bottle for day 2. Much developed, cassis, plum, smoke, tobacco, leather, clove... Further cellaring is recommended."
342,Smooth and delicious!
343,"4.2. Hits on all the notes. Blackberry, cassis mixed with menthol and mint. Some green bell pepper. Dusty tannins with subtle grip mixed with a perfect amount of acidity. Well balanced wine. Perfect body and weight"
344,"Needs a little time to open but once it’s there it’s a very well balanced delicate white Bordeaux Sauvignon Blanc-semillon blend: light, fresh, creamy, subtle fruits and balanced acidity. Doesn’t hold up too well to richer food pairings though."
345,"9.0 points; after 3 hours decanting this wine changes in a very fine and elegant claret. Medium alcohol, medium soft an fine ripe tanins, medium length and medium boddied. Good balance and some complexity. Very good to outstanding, can still have some years, but decanting is a must! 🍷🍷👍👍😘🙏🥈"
346,"Dark cherries, blackcurrant, green notes (ripe capsicum), woody, cassis, baking spices, vanilla and hints of bay leaves Medium body, medium-low acidity, fine tannins. Finishing with almond skin and apricot skin. Punchy yet lightweight. Decant for about 45 mins Pairs beautifully with char-grilled satay, including the peanut sauce and also quite decently with BBQ chicken wings"
347,"Quite concentrated nose evokes hot year. On the palete drives back to classic blackcurrant, red currant, mint quality. Despite its age and signs of tertiary tobacco, leather, coffee hints, still not completely matured. Its proves also stone fruit freshness and grainy tannins through. Fine plum, cinnamon flavours along balanced and upright character. Even not so complex than 05 or 2000 vintages, long, savoury finish also on the second day. Drink now and through 2025. From tricky vint. really succes. 92+/100."
348,"🍇 Another lowly rated vintage that produced some outstanding wines great for drinking today. This producer is frequently a top buy for value in Pessac. 👁 Mid purple 👃 Glorious out the traps with lashings of ripe dark fruit almost jammy including plums, damson, cassis - some smokey leather bbq action and a dash of sweet cedar oak. Good balance, high everything’s the full AATB. No one could possibly buy this and be anything but delighted. Délectable finish."
349,"Nose: med+ intensity Palate: dry, med+ acidity, med+ body, med+ alcohol, pronounced intensity, med+ finish Pear, brioche, lime, mandarin, peach, apricot, mango, pineapple, toast, resinous, blossom, honeysuckle Very good quality Drink now. Suitable for further ageing"
350,"Definitely edging towards a 4.5. Lovely rounded body. Full of Cab Franc, evident because Cab Franc smells like green beans to me! Harmoniously balanced acidity and aged in old oak to lend it a velvety softness that is subtle yet tangible. Long finish, fine tannins. Very enjoyable"
351,"Very good consistent finesse Polished offering, sweet aromas of flowers, plum, raspberry vanilla, tobacco and cedar. Lush mouthfeel of smooth tone tannins, offering a full lingering finale. Good value and style, elegant! 4.0☆ delicious, stylish luscious! Bacchus Grand Bordeaux Tour 2019, @ Extrasupertanker Tropicana Gardens Mall. 04.12.2019"
352,"Pessac Leognan 2006 (2/2) - Malartic-Lagravière Surprised how close this wine was with Fieuzal. Almost same Aromas, characteristics and evolution. Given it is 30% more expensive than Fieuzal, Q/P is a bit lower. 👁️: Deep Ruby 👃: Medium(+) intensity flavours of blackberry, blueberry, smoke, blackberry jam, leather, ceddar. 👄: Dry with high acidity, medium (+) tannins, medium alcohol, full body and long length. ⏳: Can drink now and in the next 7 years 💲: Value for money, 3/5 (40 CHF)"
353,"Quite mature, already with tertiary flavours of animal farm and leather. Still with some fresh berries, cherries, and jam. Medium body, some acid and firm tannic texture. Long and dry finish with a touch of blackcurrant."
354,"Well balance acidity – here zingy lime zest – builds slowly over the course of the palate, along with good tension and savoury herbs. Grasps on to the available freshness in the grapes and run with it. A lovely wine with freshness. blend of 85% Sauvignon Blanc and 15% Smillon,"
355,"Far too young to fully appreciate yet; the very smooth and fine tannins indicate that this wine’s best years are in the far future. The oak and vanilla, with a touch of blackberry ice cream on the nose are delightful. The palate is beautifully balanced between the pleasant acidity and tannins, with a medium-long finish. Earthy tones and leather are more prominent on the palate. Great wine."
356,"Deep crimson. Mature nose of ripe berries, herbs, with hint of pinewood. Cassis, floral bouquet, marshland. I had this wine not too long ago and decided to open another bottle (actually my last one) because I believe it has peaked and will unlikely improve further. Drinking very well now, smooth and well balanced. A gentleman wine, just like what a traditional Bordeaux should be. 8 June 2016."
357,"2014 - 90 pts. Deep ruby red. Intense color good clarity. Plum, raisin, jammy fruit aromas with hints of spice and old books. As one expects for a Grand Cru, structure is balanced with med acidity and firm tannin. Not a whole lot going on for me right now, seems a little disjointed. Hard to justify the cost of this over their second wine, which is a fantastic QPR at $20-$25."
358,"Super nice Bordeaux blend this one. Cabernet Sauvignon, Merlot, Cabernet Franc & Petit Verdot. Deep ruby garnet in color. Berry, cherry and currant fruits backed up by spices and a long finish with nice hints of tobacco. The wood aging is really there, ads texture and richness."
359,"Inky purple, cherry colour. Nose of floral, red fruits, graphite, tobacco, minerals. Beautiful balance medium body wine with soft, subtle acidity. Tannins are mild, refine. Beautiful finish of charcoal, tar, minerals. Ready to drink although 1-1.5 hour of decanting would improve the wine."
360,"👁 deep ruby purple 👃 blackberry, plum, black cherry 🍒 espresso, soft leather 👅 rich silky cassis, blackberry, plum and black cherry 🍒 with subtle baking spice and mocha. Full bodied with velvety tannins, medium plus acidity. 53%CS/40%M/4%CF/3%PV, 13.5% abv. 80% NFO aging. Delicious now after 5 min Vspin, should gain complexity with a few years sleep 😴. Sailing ship on label honors the Comte de Malartic who was a navy admiral in the 1850s, now owned by Bonnie family with Michel Rolland consulting."
361,"2nd time this month and kicks ass AGAIN! Leather, smoke, earth, black truffle and DARK fruit on the nose (& perhaps a tiny mint thing). For me, this is ready to rock! It's got a perfect balance of concentration, polished, sweet tannins, dark fruit acidity and that beautiful dark matter of smoke, leather, earth, minerality with some black truffle thrown in for good measure. Well structured, plush & thick, this '05's best days could still be ahead, but I'm not waiting to find out! I'm drinking now - 2020!"
362,"She’s ready! 8/8/2020 yet she will only improve with age. Such a beautiful, rich, cherry red color... fresh, wet berries and graphite on the nose, good structure and acidity. Perhaps a bit too much acidity for my taste but it is so well balanced and such a pleasurable, lingering finish that the bite is forgiven."
363,Blackberry. Flinty. Figs Delicate wine Silky mouthfeel Everything is in balance. No notes take over in a very balanced and refined way Enjoyed w beef Wellington made by Theo at the Picou’s house. What a dinner.
364,Beautiful Bordeaux wine still young powerful but with a fantastic finesse Red fruit well mix it with blueberry and black fruits notes all the notes that come from a new barrique vanilla toast wood in the palate is powerful with a long finish very very good Spot-on in a blind tasting 😅👍🏼🔝
365,"As good as I remember! The 05’ has plenty of tannin and cellar time left (in 2017). Bouquet of plum, chocolate, cedar, and spices. Lush palate - full bodied and still dry. Benefits from a bit from decanting, opening up nicely. This is fantastic value from the left bank, don’t miss it!"
366,"Deep inky purple. 4 hr decant reveals dark fruit: baked black plum cassis, menthol, herbs, baking spice, tobacco, flint, ash. Med plus acid med plus tannin med plus 40 sec finish med plus body. Intriguing wine, but give it time. On opening it revealed little of the depth that it showed as it opened up."
367,"The nose starts a bit lactic (cottage cheese), then beautiful ripe fruit, blackberries, cassis combined with cocoa, licorice, tobacco, pepper and vanilla. The palate confirms. Pretty velvety texture, pleasing and smooth."
368,"Early entering its prime now in ‘19. WA-94 at the price of less than $50, a true value-for-money grand cru classe. According to a vineyard representative, it’s their market position to allow people to enjoy good wine at affordable price. Admirable!"
369,A fantastic wine with aging potential. Tasted blind with 2 other Pessac-Léognan 2015 bottles. This was my top pick. Very aromatic with hints of oak and vanilla. I would definitely keep a few bottles.
370,"My first but not last I hope. Needed a long time in the decanter before it opened up. But then it gave a way red berries, blueberry, plums and figs. The mouthfeel was pleasant with flavors from the nose and some spiced black fruits. Long aftertaste."
371,"An underrated 2011 vintage, partially living in the shadows of the legendary '09 and '10 vintages. 55% Cabernet Sauvignon, 37% Merlot, 5% Cabernet Franc, 3% Petit Verdot, 20 months in oak, 60% new. Appearance: deep ruby Nose: blackcurrant, blackcurrant leaves, herbaceous notes, plum Palate: tannins are still very chewy and gripping. Merlot is much needed to even it out but it makes the wine a bit too plummy. Very high acidity, medium [+] finish"
372,"Intend to 3choose this 14.5% cab base for serious steak night. Very good aroma,first note of wet gravel and ripe fruit then creamy note with some oak.remaining sense of ripe fruit and wet gravel on palate with alchohol.dry full body.moderate finish. Young good grave."
373,"👁 purple/garnet 👃🏿 black and red currant, plum, baking spices, vanilla 👄 medium + alcohol, medium acidity, supple high medium + tannins, full body 📝 a delightful wine and shows the great potential of 2016 Bordeaux."
374,"Soft nose... Plumbs... Some cedar. Taste- Good fruit, barn wood..dry, tannins well integrated. Good balance with solid 15 second finish.. .. VERY well aged at nearly a decade. Surprising.... Certainly peaked... Drink now or hold for 2 more years. 91 pts, better nose would b 92. $40-50 qpr. One bottle left."
375,"Aromas of black fruits, spices, oak. On the palate, silky creamy kind of meaty blood felted, this is the first time I felt it like meaty. I drank this half bottle for like 9 hours and stills good at the end 😁👍🥂 hkd 258 (0.375)"
