,0
173,"We opened it an hour ago and so far... It's amazing how a 40 year old wine still feels alive and in good condition ...!!! Full cork in good condition, the color is a dark orange brick and the first aromas are those of moisture, mud and moss. In the mouth, there’s an incredible silky feel, notes of leather, tobacco and a light and very fine acidity still present. I think this wine has definitely had better years in the past, their evolution is slow but on the rise, as an elegant great wine."
174,"This wine 🍷 never disappoints, I know it’s not the best Bordeaux year but still… wow 😯 balance, structure and TERROIR!!!! Medium 👃 with a fantastic long and layered finish!! Licorice fig cherry 🍒 animal 🦒 chocolate 🍫 cigar box 📦 smoke 💨 dried herbs 🌿 and spices…. Probably going to drink another bottle in autumn 🍂 highly recommended"
175,"Alluring, very clean and precise nose of spiced blueberry and black cherry, vanilla, and cedar. The mouth is richly and decadently fruity and full bodied but manages to stay energetic and lively. Deep cherry and red apple flavors shine. The tannins are edgy and very grippy. The finish is very long, but a bit linear, bitter and sort of flat, and is the only part of this wine that is slightly off. Damn near perfect in my book. 4.7/5 erring more toward 4.5. Keep this one in the cellar for quite a while longer."
176,"They say 2012 was an average year for Bordeaux, but not for This exceptional Chateau! the only thing affected was that it was easier to drink for young Wine like this one ! Strong Aromatic , on the palate chocolate and dark fruits, with a long long finish! Loved it !"
177,"Opening my Christmas gift for my birthday celebration. Explosive nose leading with aromas of leather, hay barn and musty cellar. Behind that slowly unfolding notes of prune, espresso beans, tobacco, truffle. This 18 yo beast is as delicious as it is intense. Velvety structure with powerful body, juicy acidity and fading, soft tannins. One of the longest finishes I’ve ever tasted. Drink this now as it won’t hold up for too long. Complements of my wife, Steven Joe and Dale"
178,Outstanding. Almost black appearance in the glass. Huge cigar box and forest floor alongside great black currant and blueberry fruit on the nose. It has a very linear profile but with broadness on the palate. Elegant and long and at the same time deep and uplifting on the finish. Lovely 😊
179,"Merry Christmas Vlad Bohdanov! Funky nose of earthy mushrooms with red and black fruits. Elegant on the palate, tannins softened , black cherries and ripe red cherries and strawberries. Wow"
180,"(4,4) Fantastic minerality here that makes this a standout wine. Toasty. Vanilla, mushrooms, tobacco. Fragrant. Fine-grained tannins, slight sweetness to them, but also lots of freshness in the wine. Brambles, cocoa. Lots of balance. Lengthy. @UGCB tasting, Amsterdam"
181,"Slowly bt breathed for 2 hrs, first bt from a case, cool nose of cassis, cedar and menthol. Very smooth but concentrated on palate, bit closed, have plenty of potential as all elements of a great bdx is present. Try in another 5 yrs."
182,"Having a second go at this SHL 08 for Bordeaux Sunday 08 is proving to be a stubborn vintage-but I decanted it’s into submission Then it rewards you Deep purple, cigar box, crushed rocks and pencil shavings Full powerful cassis, dark cherry & blueberry Ground tobacco, coffee & bitter chocolate Earth, liquorice, pencil shavings, cedar, big tannic structure, big spice Yesss 4.3 heading to 4.5 Happy Bordeaux Sunday 🥰👍🏿🍷"
183,"4.4@ Korean thanksgiving day2 Quite solid, dark ruby. Really concentrated aroma of cigar, cinnamon, dark chocolate and vanilla. Wet forest, well aged leather, licorice and some blackfruites like blackberry - very strong fruits on nose after mid note. Explosive! Lively but decent enough. Heavy body, soft velvety tannin. Well orginized acidity, too. Impressive long finish, pretending to stay forever in vin yard.. Powerful elengance. 시음적기에 들어섰다더니.... 하지만 10년후 맛은 또 어떨까?"
184,"Simple tannins when it 1st opened. Decanted for an hour, it became wonderful after being softened. Oaky at the beginning follows by truffle, black cherry smoky n dark chocolate. Full bodied rounded texture. Very good long finished but slightly less complexity. Drink in another 5-10 years will be much better. Tasted March 2019. 94/100."
185,"I've been saving this bottle for a while and I'm so happy to crack it open tonight. Serving with steak grilled asparagus and sweet potato. Color is a dark crimson with rustic edges on the glass rim. Super juicy plums and blueberries.... Dark chocolate,. All spice and vanilla. This wine has aged so well... Tight grippy tannins pull all the flavors together which are balanced very well. There's a long finish with an elegance that just makes you think of when the wine was made. Great wine 92 pts qpr $70."
186,"Tasting mode, so without regard to P/Q. Just great in its fine elegance. Really sexy with elusive sweet note on the beautiful base of ripe red and dark berries with dozen of nuances that should be familiarize in small good company. Absolutely enjoyable right now and promises great development in future. One of the most attractive wine of this tasting."
187,"Enjoyed at Max BDX. This is a brooding deep purple. Savoury nose, full of meat, fruit and a touch of mint. On the attack the wine bowls you over with its clear black fruit profile, the structure/weight of the wine carries through the palate with a full 1 minute clean finish. Gorgeous 94 Points."
188,Retrying this wine again 6 years later and it is showing very well. Fragrant nose of red and black fruits. Perfect integration with nice balance and med body. Med length finish. Paired with steak frites.
189,"Located in the Pessac-Léognan and classified as a ‘Grand Cru Classé de Graves’, the winery has been producing some outstanding wines recently 🍇 The 2017 vintage (rouge) is no exception and consists of 60% Cabernet Sauvignon, 35% Merlot, 4% Cabernet Franc and 1% Petit Verdot 📝 On the palate it shows aromas of fresh red fruits, liquorice and spices. Tannins are silky and ripe combined with a fresh finish. This is on my En Primeur 2017 List! 📷 #AlpineCellar"
190,"Perfectly balanced with classic aromas of blackcurrants, plums, graphite, which are laced by dried flowers and cigar box. The balance between the tannins, the sweet fruit and the acidity is incredible. The long aftertaste reveals tar and earthy notes."
191,What a beautiful specimen. We bottle breathed it for 1/2 hour. First glass was gripping yet with a crystal clear intensity of flavor and treble. As it breathed everything softened up and displayed even more finesse. Rich aromas and fruit concentration. Awesome!
192,"Love this wine and the winery! 62% Cabernet Sauvignon, 30%Merlot, 6% Cabernet Franc and 2% Petit Verdot Château Smith Haut Lafitte 2014 offers a beautiful dark bright red colour. Its expressive nose reveals very fresh notes of cassis with a hint of smoke. The attack in mouth is fresh and balanced with a fleshy and unctuous texture. The wine is a subtle balance between maturity and freshness. The aromatic is characterised by the freshness with red fruits, spices notes of liquorice and dry herbs. 4,5/5"
193,"4.4 - Five hour decant. Deep dark magenta color. Cherry preserves, walnut, violet and raisins with their stems on the rich nose. Smooth, tongue drying palate with good acidity. Firm, but modest tannins on the long finish. Beautiful wine with terrific depth of character and expressiveness."
194,"2014 Grand Cru - an excellent bottle of Bordeaux served with beef tenderloin and all the trimmings this Thanksgiving. Had a nice time enjoying the company of our kids with a fine meal and wine. Smooth drinking black fruit, plum, blackberry with oak and light vanilla on the finish. Tannins are still pretty prominent. Happy Thanksgiving! 14% ABV - 4.25"
195,"4.2 Deep and intensive with a lot of cassis and other black fruits, black currant Jam, light berry sweetness with soft touch of minerality and graphite, coffee and tobacco, spices. Still enough tannic."
196,"Excellent Bordeaux! A rich and elegant blend of mainly Cabernet Sauvignon (62%), Merlot (30%), Cabernet Franc (6%) and a bit of Petit Verdot (2%), aged 18 months on lees in French oak barrels (60 % new). Bold, complex and deep, with great acidity and length. Deep ruby color, dark fruits aroma/flavors, specially black currant and blackberry, with notes of leather, cedar, cassis, spices, menthol and well integrated oak. Medium+ body, firm polished tannins and a long tasty finish. Classy red, still growing!"
197,One of my favorite left bank Bordeaux. First of all one can feel that strong graphite aftertaste that only few chateau can brag. Very cold and restrained in the beginning with soil and tobacco noted it becomes more soft and fruity after decanting representing French plum and blackberry but still keeping it’s elegant oaky aftertaste.
198,"Beautiful gold colour, med + intensity, starts with a bit petrol(!), marmalade, honey, dried pineapple, citrus peel, med acid, med+ alc, med+ body, very long finish! Similar flavours as nose on palette with more citrus notes. Love it!"
199,"Great bouquet of blackberry jam, floral notes and fine smoke. Medium body with an amazing texture and a dense concentration. All is at the right place here, mellow tannins and a perfect integrated acid. Plenty of ripped dark berries, black chocolate, sweet spice, tar and cedar. The finish is very long and impressive. Delicious prime drinking but much better in a view years. Can’t remember enjoyed a better vintage of SHL than this marvellous 2005. A top Pessac-Léognan with a very promising future, bravo!!!"
200,"Special wine! First Pessac-Leognan ever tasted. Hopefully not the last... Absolutely charming terroir-driven nose. Pencil lead, crushed rocks, tar with cassis and black currants, sublime! Dry, full bodied, med- tannins, still rather firm tannins for a 24 year old. Palate, stunning! Following the nose with emphasized red fruits. Red currants, cherries, dried cranberries. Terroir is still there. Graphite, asphalt, tar... Long, long finish. Still tasting the tar in mouth. Price tag is heavy, that's why not 5*"
201,"Wonderful velvety wine. Great to drink woth friends or at a beautiful dinner. Tones of plum, dark fruit and leather. Still some tannins. Surely good to keep in the wine cellar for some more years as well."
202,"Roast duck breast today. Needs a good red and when you’re in Bordeaux never take St Julien with duck (everything gets more rusty (it does)). This 1998 Smith Haut Lafitte is a fine choice. Smells of pebbles and purple violets. It is a mix of Monday and Friday afternoons. Cassis fruit, pencil shavings, white pebbles, crushed rocks. Finely grained tannins give its finale texture. That combination is very Pessac Leognan."
203,"A fabulous treat at the chateau! Light rust color starting on edges. Been open a day so very smooth, a little hard to tell what is from the breathing and what is naturally aged. Either way, an excellent pour with cream brûlée on the nose. Body is mellowed soil, forest, but back to wood tones as well - cigar box, cedar closet, sawdust. Long luscious finish."
204,"Wow, amazing Plum, jam, blackberry on the nose, little vanilla and oak, leather Smooth on the palate, powerful and elegant at the same time, the flavors the nose picked up went straight the Piti the palate Just a lovely wine Love it at the moment, we have lots of Thai guests bringing their own wine and this is the level they bring.... and share a taster, I love it"
205,"One of the stars of the vintage, this elegant, smoky wine has hints of barbecue pit intermixed with sweet black currants and cherries. Dark purple and medium to full-bodied, its impressive finesse and wonderful purity make for a surprisingly forward style of Smith-Haut-Lafitte to drink over the next 15 or so years. R.P.92/100"
206,"Pop and pour, took more than one hour breathing in bottle to realize full potential, started with plum, black fruits, full, and rough on the edge, developed to be smooth, clean, elegant and pleasantly long finish. Drank neat, two hours after a Double Corona and no breakfast, imagine it might go well with a duck confit or lamb cutlet. Nice wine, ready to drink, won't be much better with further ageing but should stay good until 2020."
207,"Deep ruby colour. Very aromatic nose. Blackberry, plum, leather, vanilla, licorice, tobacco, pepper, basalmic. Med bodied, high tannin, dry, high acidity. Mild tannic finish. Still tannic and vibrant, can drink in more years. 4.3"
208,"Old world aromatic profile on the nose with cassis, blueberries, plums, lavender, licorice, tobacco, charcoal, and aromatic herbs . Still extremely tight on the palate, great tension in the wine with elegant dark fruit flavors that are balanced by just the right amount of acidity, torrefact notes on the midpalate that leave a moderate to long lasting finish where notes of charred greens, spices, minerals, and polished yet chewy tannins."
209,"4.5 is generous, the 4.3 average rating seems fair. However, at $60 it is excellent value. The wine has supple fruit, is well balanced, and the sweet tannins finish a long and round experience on the palate. Drinks very well. Certainly recommend."
210,"Mixed berries, cassis, oaky, peppers, dried plums on the nose, leathers and flowers. Hints of game. The flavour is quite exotic, of granite, herbs, black cherries, oak, leather. Very, very elegant, very stable. Hints of star anise, white peppers, cinnamon, Mandarin oranges, smoke, and truffle. The end is on a wonderful peak. I should say I'm blessed. I even have traces of mold on the cork. Not to mention that one random spike of burnt insect about a third of the way in..."
211,"Beautiful aroma of barnyard. Very youthful and forward with tannins and loads of fruit. The 55-35-10 blend is a great balance and the Cabernet Franc is delightfully present. Pomegranate, Cassis, leather and tar are present. Should be a 5 but after Aspen and the '53 Petrus I can't give way to grade inflation."
212,"Medium ruby, garnet on the rim, open up with pronounced aromas of tar, leather, farmyard, graphite, a bit herbs and black berries-plum after decanting... so elegant. On the palate perfect balance, acidity and tannins with smooth intense flavors of minerals, herbs and black fruit, super long finish. Drink now, this is at its best, what a great wine!"
213,"Deep ruby color with violet rim reflections. Expressive, intense and elegant notes of ripe black fruit like blueberry, blackberry, black cherry and lovely aromas of violet, eucalyptus and prunes mixed with tobacco leaves, cigar box and spices like cloves and cinnamon. Great structure and silky texture with firm tannins. Full bodied, balanced, good acidity and long possessive finish."
214,"This one will last a few decades from now and will get better with age. Right now it’s enjoyable but still closed on the palate and cloaked with high tannins and alcohol. Very seductive on the nose with notes of leather, cedar, damp earthy soil, and blueberries. Very nice bottle. 4.6"
215,"4.5*, 🍇 65% Cabernet Sauvignon, 30% Merlot, 4% Cabernet Franc, 1% Petit Verdot, 👍👍 🏅 98 Parker Points, 🏅98 Wine Spectator Points, 🏅98 Decanter Points, 🏅97 James Suckling Points, 🏅94 Decanter Points, 👀 deep garnet red 👃 fruity, red fruits (cherry, raspberries), licorice, cloves, anise, and oak, 👅 bold, balanced tannins, fruity, red fruits (strawberry, red currants), spicy, licorice, pepper, vanilla and minerals 🥂 Alcohol 14 %, 🧭 Cathiard family, Château Smith Haut Lafitte - AOC Pessac-Léognan, Bordeaux."
216,"Tired of acidity in Burgundy whites? Try Bordeaux blanc especially from Pessac Leognan/Graves. While Honeyed Melon, mandarin orange, early ripe Maui Gold Pineapple are dazzling your jaded palate, the fulsome mouth fill and round tannins will help cut through any spicy Asian food or Heavy French sauce to give you instant gratification. Complexity is had with Fig, liquid orange rind and lemon zest dancing to buttery Yuzu notes. Am I fantasizing? Perhaps just a little. 95pts"
217,"Woooow always is nice to taste some wines like this one, about the wine what can I say knowing the region and about this specific wine, the only thing I really miss tasting this wine was my beautiful wife that's way I give to this wine 4.5 The best thing in my life always will be my wife, our family and of course our good friend Having them my life is perfect"
218,"There were three of us sitting at the table. We all took a sip....and went silent...do you dare speak when you’re face to face with the proof of the existence of God? Sublime! Silky velvet with layers of flavors, well alive and still (oh! so gently) kicking with the energy of a 23 year old sophisticated Lady..."
219,"Totally worth it! The first one to impress me today and I'm addicted! Dried fruits and if velvety tannins give you a hard-on, this is a satin slipping off a freshly waxed leg. So we'll integrated, such balance and sophisticated roundness"
220,"Smoky and vanilla nose. Elegantly subtly acidic. Lots of dark fruit, cassis. Thick smooth without being in your face. Medium tannic black tea at the middle towards the end. A little spice at the end too. Long oaky finish. OK, give it a 4.5 due to its great balance."
221,"Very Nice. Clearly a 4.5+ Delicious! Well made. Balanced. Citrus, peach, a touch of pear, green apple, and oak. This has a lot of life left. It can age. I don’t get much vanilla or tobacco. Very good."
222,"Not the best of vintages,but this one is still a killer Dark red color.Medium intensity nose with aromas of ripe cherries,licorice,figs,coffe,dried herbs and earthy tones.On the palate the purity and intensity of fruit it's amazing.There are also mineral flavours of graphite,damp earth.Ripe tannins,medium+ acidity and a medium+ finish.Very nice experience!"
223,"4.4+ First opened in the set. Runner up with amazing result! Swamp odor with plum notes. Very powerful, full-bodied and complex wine. The acidity is average. The taste of rawmaden leather, black plums and rotten cherries. Somee spicy notes. Long aftertaste. Awesome wine! And for such price is generally the best of its kind! Recommend! Cheers!"
224,"Pours an intense, deep garnet color. Exuberant aromas of fruitcake, cranberry, eucalyptus, crushed rocks. At 5 years old, this wine is like velvet; present yet elegant tannins. Boysenberry and cranberry forward, pencil lead mid, and a smoked eucalyptus finish. Dare I say this wine is in its prime? Enjoy now through the next couple of years. Hands down one of the best Bordeaux I have tried, and a must have for a Graves or Bordeaux lover."
225,"RP98+ This wine has laser-like definition in its an remarkable nose of a subtle charcoal fire interwoven with spring flowers, creme de cassis, blueberry liqueur and spicy wood. Full-bodied, stunningly concentrated, long, rich and moderately tannic, this wine is set for an exceptionally long life of 30-40 years but can be drunk in 5-7. By RP advocate"
226,"Seductive nose of Asian pear, licorice, plum, cream & oak. Dark ruby in color. Full bodied with nice acidity and super long finish. Feels like a jab, bait, pull & cross counter in my mouth haha. Multi layered."
227,We tried our first ever pessacs side by side - this and the domaine du chevalier 2014. This was the lighter wine but it had a depth and breadth of scents and flavours that was different with each glass - for me that is the sign of a great wine
228,"Friday lunch catch up with winos! 2009 bordeaux session that lasted 4 hrs with 4 great selections (1. Chateau Smith Haut Lafitte 2. Chateau Leoville poyferre 3. Chateau Malescot St. Exupery 4. Chateau Bellisle Mondotte) Chateau SHL, tight then double decant. Wow! When it enters 3rd hrs! Boom beautiful & the most balance among all! 4.5pts ++ Easily last for another 10+ yrs P/S: I was too focus on eating, enjoying & by the time I wanted to write my notes, I was a bit drunk so can't goes into details."
229,Really impressed with with Sav blanc blend. 95% + Sav Blanc with a touch of Semillion for balance. A little bit of age and from a great producer. The price is really to high for this style but if you get a chance is well worth a taste.
230,"4,3 Blend of CS, Merlot, CF and PV (55/36/8/1) from Pessac-Léognan with 18m ageing in FO barrels (60% new). Med-deep cherry color, a bit hazy. Med-high intensity on the nose. Aromas of black cherry compote, leather, sea salt, brioche, beeswax, violet, black currant jam, black pepper, clay, chalk, dried fig, cacao, coco, a bit oxidative. On the palate dry, high acidity, med-high smooth tannins, alcohol well integrated, med. body, long finish, some bitterness, med+ flavour intensity. Already developed⤵️"
231,"4.5-4.6 deep garnet colored dry red wine, compact rim, clear at meniscus, no hint of sediment or particulate in glass. Pipe tobacco smoke, baking spice, vanilla, black currant, black cherry, slightest hint of raspberry with big cedar on nose. Vanilla, black fruit, mocha, splash of caramel, pipe tobacco, baking spice on finish. Moderate plus acidity, low end of high alcohol, medium plus body, lots of complexity, velvety smooth/lingering but high tannin. Great balance, fantastic bottle."
232,"2016 is still very young, almost too young to drink, yet it is nicely settled and enjoyable. Absolutely delivers what one can expect from that price range. Great concentration, deeply pigmented, lots of black fruits, charred wood, coffee. Very pleasant round and smooth tannins. This is going to be absolutely outstanding in some 10 years."
233,"I was expecting great things and was a little disappointed at first, but improved and improved after 2 hours of breathing. Mint, dark fruit and charcoal on the nose. Balance and structure. Cedar, blackberries, graphite and well-integrated tannins. Long finish."
234,Another amazing night-in with the Mackies. This wine is still a juvenile seductively showing subtle cassis aromas with tobacco and vanilla. Tannins integrated and flavours of blackberry and plum. Balanced but may show more as she ages?
235,"RP100 pointer.... licorice, cassis, blueberries on the palate.... powerful on the nose but medium bodied on the palate ... graphite, cedar, tobacco and black berry. Still can be kept 20 to 30 years ...."
236,"Still young and primary but already delicious. Intense nose, full of ripe and sharp fruit with a hint of tobacco. Powerful attack, concentrated and intense yet fresh and silky. Notes of ripe plum, blueberries, liquorice and mocha. Super long, 30+ second finish, clean but slightly sweet. Loved it."
237,"Ok, this could probably last another 20 years, but its already great. Deep black chocolate, pronounced tannins, very well balanced acid and body. Long and tannic finish, a bit of black cherry and cranberry."
238,"Decanted 90mins and drink over another 90mins. Dark crimson purple. Mixed of berries and currants, and hint of herbaceousness on the nose. Round and full-bodied with still rather youthful tannins, yet smooth on the palette. Structure of the wine is still evolving, perhaps at least 10 years or more to enjoy."
239,"Nice purple color; smoke, truffle, tobacco, chocolate and spring flowers which really get you going. Rich intense and concentrate, i enjoy this well balance sweet tannins full body. High alcohol and long finish."
240,"(93/100) (74.-) Time is enjoyment! Let this wie breathe and you'll find an elegant mix of fresh plum fruit, spices, nuts and a hint of leather. It gets denser and longer, is seductive and ends in a great and convincing finish!"
241,A superb French Grand Cru - purchased at a paired tasting on board the SS Regent Navigator while on holiday in the French Polynesian Islands - it’s is a very soft and well rounded full bodied red - an outstanding nose of floral and spring cherry blossom - soft on the palate and delicate with a bright deep cherry and vanilla forward
242,"What an incredibly bold Bordeaux white - I have never tasted anything like it. Amber colour with a rust tint. Incredible nose of sherry and white port wine, sweetness from dried apricots and dark toffee. Such great complexity in this Bordeaux white - Low acidity lending to its smoothness. Layers of spiced earth, more apricot, orange, honied nuts and cloves with a subtle woody frame. 4.25p"
243,"A Grand Vin. It already leaves sediment in the decanter, and it's changing constantly in the glass. Smooth ripe fruit, liquid graphite, paprika, chocolate make a complex nose. Really intense on the palate, velvety but assertive tannin, fleshy, long."
244,"Beautiful souvenir from Paris. Nose of crushed rose petals, tobacco and dark chocolate. Dark licorice, blackberry, currant, and cherrywood body. Just a bit of peppercorn and luscious tannins on the medium plus finish. Fuller bodied but balanced. Drinking wonderfully now but still a baby and will be great in 3-5 years. Pairs wonderfully with a bleu d'auvergne style cheese or grilled meat. Not a 20+ year keeper but will be a great seven to ten year old!"
245,"4.3/5 ⭐️ Mineral and dynamic 🍷 Appearance: clear; deep ruby 👃🏻Nose: clean; pronounced intensity; aromas of mineral, red fruit, black fruit; developing 👅 Palate: dry; high acidity; high tannin; medium alcohol; full body; pronounced flavour intensity; flavours of red fruit, black fruit; long finish"
246,"Great white wine tasting # 5 This icon was presented by Yuri. Bdx white with 90% SB 5%Sémillion and 5% S Gris, spend 12 months on oak which 15 %new. At first the nose started not realy clear, probaly it needed more time to open up. After a while, she showed al her perfumes, with exotic fruits, a fine buttery undertone, acacia blossoms and smoky figs. The palate bursted with fruit, a growing présence of vanilla cream, but a great cut of acidity keeps it fresh and mineral. The finish is long,..🔛 4.5🌟"
247,"Tasted at UGCB London event. 2y.o. Only rough notes. Color: Med+ ruby. Nose: Peppery and black fruits, black plum, blackcurrant, blueberry, balanced by ample crushed gravel, minerals, cedar, star anise, and white pepper. Palate: Reflects the nose, black fruits balanced by spices--white pepper, star anise--with abundant minerals, graphite, and ends again in a long pepper finish. High acidity, full bodied, with high amounts of softer tannins. Excellent and very approachable now. Exceptional effort. 92 points."
248,"At the UGCB 2017 tasting in Chicago Jan 22nd. A Grand Cru Classe Graves.   Balanced oak and dark fruit, hints of blueberry and savory. Very nice medium tannins. With a medium length dry finish. Vintage 2017. Varietal: 60% Cabernet Sauvignon, 35% Merlot, 4% Cabernet Franc, 1% Petit Verdot.   Estimate 96-94 points   (How my star rating works for pre tastings, based on middle score... 5 STARS = 100-96 points, 4.5 = 95-93, 4 = 92-90, 3.5 = 89-87, 3 = 86-84, 2.5=83-81, 2=80-78, 1.5=77-75, 1=74-50)"
249,"3rd wine on Beirut - Doha trip, to be paired with cheese. La grande classe! Explosion of black berries, red fruits, cranberry, licorice, leather, plum and more! Perfect acidity. Looong languorous finish, am in love!"
250,"Deep ruby with tons of dark fruit, a hint of pepper, vanilla and caramel. Med+ acidity and mid to full bodied with tons of fruit, firm and gripping tannins and long mouthfeel. Lots of potential for aging, lots of room for tannin integration."
251,"Did I tell you Graves is da bomba of 2017 Bordeaux vintage? Oh, yes I did and please excuse me sounding like a broken record, urr, people under the age of 25, please google “turntable” and “vinyl”; garnet burgundy color, another mineral laden, mouth smacking tasty wine, more fruit driven than others on the nose with hibiscus, cassis, blueberry, licorice, clove, nutmeg, hazelnut and cacao, full body with balanced acidity and velvety tannin that firms up after airing long and elegant finish, mineral driven."
252,"Classic Bordeaux profile. Earthy and dark canopy floor to the senses. Fig, blackberries and cassis. Intense mid palate finish. Although a 2006, this puppy can sleep for another 5-7 years before being disturbed. Nice"
253,"Earth and Apple. Perfect balance. Made from 17 plus years old vines. 90 % SB, 5 % SG and 5% Semillion. A deep golden color. Has a roundness to it but with the bright beginning of a SB. Great year, hot summer. Lots of fruit and concentration."
254,"First planted in 1365. Quality has improved since 2000. Own cooperage makes 70% of their barrels. Satellite used to optimise time to harvest 140 parcels on 78ha. Use optical sorters.Average vine age 65 years. Intensifying from 7.5k to 9k vines per ha. 2017 yield was 40% of normal. Blend 60% Cabernet Sauvignon, 35% Merlot, 4% Cabernet Frank, 1% Petit Verdot. PH 3.7, alc 13.5% Purple, thick legs and Christmas cake (red currant) aroma. Taste of black currant, blackberry, cassis, oak and vanilla. 🇫🇷🍷😋"
255,"Very powerful rich wine with full body, velvety tone. Would associate this wine with power and presence of a 18 wheeler Mack truck. Goes well with flavorful dishes such as Beijing duck, plum sweet and sour pork."
256,"A truly classic wine-Dark ruby red with slivers & a hue of garnet on its lip. limpid & interminable legs & tears. Nose- plenty of jammy black berries, liquorice, violets, a hint of leather & fine noble woods. In mouth-Dry, warm, tannic, robust, confirmation of the jams & liquorice, hints of aged leather & fine cigarbox woods. Ready to drink now but it will age even better in the next 10 years. Balanced & harmonious. Interminable finish. To be paired with game meat, Spanish ham & a PdH Comendador 20-20 Toro!"
257,"Gorgeous color. Purple, inky opalescence. Elegant aromas of cedar, Sandalwood, and milk chocolate. The mouthfeel is perfect. Moderate to heavy viscosity floats into chocolate notes, berry pie filling, and cigar box. Balanced and lingering AT. Would have been a 5 except we drank Eifrig 09 against it."
258,"Gorgeous wine, meaty with plenty of tannins. Naturally, this wine should be cellared more, but the taste of blackberry compote, blueberry, graphite, anise, black currant liqueur, cassis, spice, and licorice is stunning."
259,"It doesn't get much better if you like fruity, silky smooth but not over powering Bordeaux. The high % of Merlot brings softness and lightness to this wine. The nose was awesome from the start. The smoke, leathery, aromas for that distinctly Bordeaux nose."
260,A really superb bottle of claret from a great vintage. Lovely richness with a touch of prunes on the palate. Fleshy and warm. Ripe and plump but full of smoothness and charm. Silky and voluptuous. Great find FarQ!
261,"Just great 👍 Nose still very young, huge berries, vanilla, lightly toasted oak, dry herbs, spices. Gorgeous palate, all mellow, very fresh with superb tanins. Spicy peppery finale. What a superb vintage !"
262,"Wow. Unmistakably Graves with impeccable balance, structure, sweetness, acidity, minerality and length. An extraordinary wine made with extraordinary skill, '10 SHL showed with immense concentration of blackberry jam, peppercorn and cedar, with gobs of gorgeous acidity to keep things fresh with plenty of lift. Tannins are fine and the finish is long, full of scorched earth and incense. So complex, with waves of flavors, this is a SERIOUS wine, worthy of any accolades it receives. Drink 2020-2040+!"
263,"Evidently an excellent vintage for this house. Needed a couple of hours to show it’s mettle. Robust mouthfeel, black forest fruit backbone with all the tertiary nuances - tobacco, leather, oak, hints of vanilla and a wisp of smoke and tar, complemented by soft silky tannins on the eternal finish"
264,"QUICKIE: Coming into it's window according to the rags. Blueberry, chicory, smoked meat, hint of black cherry and purple flowers - lots of complexity on the nose. On the palate, silky entry mirrors the nose, a touch of acidity comes on mid-palate to call you to attention for a hot second then fades into a smooth M+ finish. Clear that this wine has a lot more runway, but a privilege to experience it now!"
265,"17.5/20 nose: very smoked, savory barbecued fruit, vanilla and spices. palate: (blew me away in comparison with the smell) very dense, elegant sandy tannins, black olives, mouth filling with blackcurrant, complex palate with a very long finish."
266,JS Bordeaux 2020 En Primeur tasting. Making a note for the ones that I liked to try later when it gets released. Dry and hot weather. Power and balance all together. Ripe fruits with concentration. Round and ripe. Best score given by JS(99-100!)
267,A 100 Parker point wine. For now it is extremely youthful to me and would benifit from several years of cellaring. Hints of black fruit and yoghurt on the nose. The fruit is present on the palate as well along with a crisp acidity and heavy tannins. 95 points but imagine it can keep for ages and evolve.
268,"20 years ago, I had a chance to taste this win in the big company party in the Shilla hotel. Love for this wine started from that time. One of my standard at those days, I could tale chance more gorgeous wine after."
269,"In the beginning it is closed on the nose and on the toungue but after an hour in the glass it shows high quality, a bit harsh tannins, a great bouquet and taste. Blackcurrants, blackberries, stable, earth and autumnleaves. Powerful, fullbodied, longlasting."
270,"One of the rare domain in Bordeaux producing excellent white and red wine. 05 is amazing now, full power on black currant, with leather, sweet spices... rich and full bodied with med+ ripe / velvety tannins. 👍👍👍"
271,Have own coperage Average vine age 65 years - high use of modern technology - no using organic principles and looking at biodynamics 60-70% new french oak 18 months only 40% of normal production - badly frost impacted Deep ruby still a but closed muted dark fruit on the noise refined elegant tannins density and completeness without heaviness. Stunning & balance completeness. 5 Stars
272,"Big Star (Jayhawks) Big Bordeaux! This smooth and polished red was a fantastic mix of acidity, sweet fruit (clearly apricots), spicy dark berry, smoke, earth, tobacco and dusty tannins. It has a classic density, a remarkable freshness and good length resulting in an uplifting drinkability from start to finish. This ripe and delicious wine developed rather fast in the glass and gave me more dark fruits by the minute. And a constantly long oaky finish. Yes, it ‘La-fitted’ me quite well!"
273,"Great nose with big cassis fruit, cedar, coffee, cinnamon, vanilla, full bodied on the palate with layers of ripe sweet black berries, licorice, silky tannin and good acidity, long aftertaste, delicious wine 97 DSP"
274,"On the nose it burst of blackberry , hint of pepper, orange peel ,palate wise it’s rich and velvety , finishing wise its dry with strong tannin. it’s still a very young wine so decanting is a must."
275,"Drank this far too young so ultimately reserving judgement. Still tannic and full bodied, but with good acidity and great aging potential. Leave in cellar for another decade then revisit!"
276,"Didn't need a lot of decanting..typical Bordeaux. Hints of leather, ripe black fruit. Still very fruity taste. Medium build. It's starting to show its age ..which is lovely!"
277,"Got that one on Qatar Airways. It is common to say that taste is affected by altitude on a plane but my palate was sharp enough to appreciate this wine! Smoky, full-bodied."
278,"98+ Ripe, dense and concentrated red and blue fruit, with bright acidity and a savory accent to the grippy (and seriously mouth-coating) tannins. This has major structure and needs time, but is already beautiful. Consumed over 4 days, with consistent results."
